チーム,選手名,園田 賢,村上 淳,鈴木 たろう,丸山 奏子,二階堂 亜樹,勝又 健志,松ヶ瀬 隆弥,二階堂 瑠美,内川 幸太郎,岡田 紗佳,沢崎 誠,堀 慎吾,滝沢 和典,佐々木 寿人,高宮 まり,伊達 朱里紗,多井 隆晴,白鳥 翔,松本 吉弘,日向 藍子,魚谷 侑未,近藤 誠一,茅森 早香,東城 りお,萩原 聖人,瀬戸熊 直樹,黒沢 咲,本田 朋広,小林 剛,朝倉 康心,石橋 伸洋,瑞原 明奈
MLeague_stats2021-11-17,リーチ率,0.21,0.21,0.19,0.22,0.16,0.15,0.26,0.23,0.16,0.25,0.17,0.19,0.2,0.2,0.2,0.21,0.23,0.19,0.19,0.23,0.17,0.17,0.32,0.25,0.21,0.28,0.22,0.15,0.23,0.25,0.15,0.31
MLeague_stats2021-11-17,アガリ率,0.23,0.1,0.17,0.27,0.22,0.28,0.21,0.23,0.08,0.2,0.22,0.22,0.23,0.14,0.25,0.2,0.18,0.22,0.26,0.15,0.2,0.14,0.15,0.25,0.17,0.17,0.21,0.14,0.16,0.19,0.19,0.31
MLeague_stats2021-11-17,放銃率,0.04,0.22,0.11,0.12,0.1,0.05,0.13,0.15,0.13,0.16,0.05,0.1,0.11,0.07,0.08,0.15,0.11,0.11,0.06,0.09,0.14,0.11,0.15,0.09,0.11,0.16,0.15,0.13,0.13,0.09,0.1,0.12
MLeague_stats2021-11-17,放銃平均打点,7200.0,6982.35,5970.0,3180.0,5062.5,5360.0,3540.0,7336.36,3988.88,7990.0,5340.0,6333.33,3844.44,2750.0,5766.66,4881.81,4733.33,5450.0,5440.0,4233.33,6841.66,5518.18,7111.11,4880.0,5360.0,5308.33,6744.44,6272.72,6160.0,6945.45,6471.42,3750.0
MLeague_stats2021-11-17,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-11-03,試合数,5.0,5.0,5.0,3.0,3.0,5.0,6.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,6.0,4.0,4.0
MLeague_stats2021-11-03,総局数,61.0,54.0,56.0,29.0,38.0,56.0,67.0,47.0,54.0,42.0,50.0,69.0,49.0,61.0,52.0,56.0,57.0,49.0,50.0,39.0,65.0,61.0,44.0,35.0,50.0,56.0,57.0,46.0,46.0,78.0,42.0,40.0
MLeague_stats2021-11-03,ポイント,-62.7,-316.0,-27.9,83.2,32.3,164.2,127.1,15.2,-99.8,-43.9,63.6,22.4,13.6,14.6,-29.6,13.9,81.8,-8.8,77.1,-120.7,46.9,-97.8,-45.3,66.6,4.9,50.1,-88.9,-11.3,-46.3,94.4,-14.7,41.8
MLeague_stats2021-11-03,平着,2.8,3.8,2.6,1.66,2.33,1.6,2.0,2.5,3.25,2.75,2.25,2.41,2.25,2.6,2.75,2.4,2.0,2.5,2.0,3.25,2.33,3.0,2.75,2.33,2.5,2.4,3.0,2.62,3.0,2.0,2.5,2.0
MLeague_stats2021-11-03,1位,0.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
MLeague_stats2021-11-03,2位,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,4.0
MLeague_stats2021-11-03,3位,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0
MLeague_stats2021-11-03,4位,1.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
MLeague_stats2021-11-03,トップ率,0.0,0.0,0.4,0.66,0.33,0.6,0.5,0.5,0.0,0.0,0.5,0.16,0.25,0.4,0.25,0.2,0.4,0.0,0.2,0.0,0.33,0.0,0.25,0.33,0.25,0.4,0.2,0.25,0.25,0.16,0.0,0.0
MLeague_stats2021-11-03,連対率,0.4,0.0,0.4,0.66,0.66,0.8,0.66,0.5,0.25,0.5,0.5,0.5,0.5,0.4,0.25,0.4,0.6,0.5,0.8,0.25,0.5,0.4,0.5,0.66,0.5,0.6,0.2,0.5,0.25,0.83,0.5,1.0
MLeague_stats2021-11-03,ラス回避率,0.8,0.2,0.6,1.0,0.66,1.0,0.83,0.5,0.5,0.75,0.75,0.83,1.0,0.6,0.75,1.0,1.0,1.0,1.0,0.5,0.83,0.6,0.5,0.66,0.75,0.6,0.6,0.5,0.5,1.0,1.0,1.0
MLeague_stats2021-11-03,ベストスコア,36300.0,10600.0,40000.0,35600.0,53000.0,48400.0,48400.0,66700.0,29600.0,33500.0,48200.0,43900.0,35300.0,56200.0,45500.0,40700.0,51900.0,43500.0,45400.0,35400.0,44800.0,38400.0,52300.0,77200.0,38600.0,48400.0,30400.0,47400.0,40800.0,44900.0,37500.0,33300.0
MLeague_stats2021-11-03,平均打点,3654.54,8600.0,6060.0,5100.0,6355.55,6358.33,7086.66,8560.0,8580.0,5910.0,6690.9,6181.25,6750.0,6355.55,5927.27,7955.55,5618.18,6290.0,7123.07,4640.0,6485.71,6442.85,6800.0,7254.54,6318.18,8370.0,5766.66,8737.5,6628.57,5762.5,5822.22,3784.61
MLeague_stats2021-11-03,副露率,0.36,0.18,0.16,0.34,0.21,0.33,0.1,0.1,0.18,0.21,0.22,0.27,0.04,0.14,0.13,0.26,0.14,0.16,0.26,0.12,0.23,0.14,0.18,0.17,0.2,0.1,0.08,0.23,0.21,0.28,0.35,0.25
MLeague_stats2021-11-03,リーチ率,0.18,0.29,0.21,0.2,0.15,0.14,0.28,0.27,0.16,0.28,0.16,0.14,0.22,0.19,0.23,0.23,0.26,0.12,0.18,0.33,0.16,0.16,0.36,0.28,0.2,0.28,0.22,0.13,0.19,0.23,0.14,0.35
MLeague_stats2021-11-03,アガリ率,0.18,0.03,0.17,0.24,0.23,0.21,0.22,0.21,0.09,0.23,0.22,0.23,0.2,0.14,0.21,0.16,0.19,0.2,0.26,0.12,0.21,0.11,0.15,0.31,0.22,0.17,0.21,0.17,0.15,0.2,0.21,0.32
MLeague_stats2021-11-03,放銃率,0.06,0.29,0.14,0.13,0.13,0.03,0.1,0.14,0.11,0.11,0.08,0.11,0.12,0.04,0.09,0.16,0.08,0.08,0.08,0.1,0.09,0.08,0.13,0.08,0.12,0.12,0.15,0.13,0.13,0.05,0.09,0.15
MLeague_stats2021-11-03,放銃平均打点,7200.0,7356.25,6812.5,3475.0,4600.0,1950.0,3571.42,7385.71,3800.0,6520.0,4750.0,6125.0,3766.66,3833.33,5320.0,4855.55,4940.0,4025.0,6300.0,4875.0,6600.0,4140.0,8083.33,3333.33,5183.33,5485.71,6744.44,8366.66,4966.66,4175.0,3400.0,3750.0
MLeague_stats2021-11-03,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-10-27,試合数,4.0,4.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0
MLeague_stats2021-10-27,総局数,48.0,41.0,43.0,18.0,38.0,45.0,54.0,25.0,43.0,42.0,37.0,43.0,49.0,50.0,43.0,33.0,36.0,49.0,41.0,30.0,47.0,50.0,34.0,35.0,50.0,34.0,46.0,33.0,33.0,68.0,33.0,29.0
MLeague_stats2021-10-27,ポイント,-10.0,-247.0,27.8,27.6,32.3,110.1,147.4,29.3,-53.4,-43.9,83.4,-33.4,13.6,35.1,-15.2,44.3,6.1,-8.8,62.7,-59.0,-9.5,-58.1,20.5,66.6,4.9,-30.5,-70.7,-49.3,-107.1,79.7,-26.0,30.5
MLeague_stats2021-10-27,平着,2.5,3.75,2.25,2.0,2.33,1.75,1.8,2.5,3.0,2.75,2.0,2.75,2.25,2.5,2.66,2.0,2.33,2.5,2.0,3.0,2.5,2.75,2.33,2.33,2.5,3.0,3.0,3.0,3.66,2.0,2.66,2.0
MLeague_stats2021-10-27,1位,0.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
MLeague_stats2021-10-27,2位,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0
MLeague_stats2021-10-27,3位,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
MLeague_stats2021-10-27,4位,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
MLeague_stats2021-10-27,トップ率,0.0,0.0,0.5,0.5,0.33,0.5,0.6,0.5,0.0,0.0,0.66,0.25,0.25,0.5,0.33,0.33,0.33,0.0,0.25,0.0,0.25,0.0,0.33,0.33,0.25,0.33,0.25,0.33,0.0,0.2,0.0,0.0
MLeague_stats2021-10-27,連対率,0.5,0.0,0.5,0.5,0.66,0.75,0.8,0.5,0.33,0.5,0.66,0.25,0.5,0.5,0.33,0.66,0.33,0.5,0.75,0.33,0.5,0.5,0.66,0.66,0.5,0.33,0.25,0.33,0.0,0.8,0.33,1.0
MLeague_stats2021-10-27,ラス回避率,1.0,0.25,0.75,1.0,0.66,1.0,0.8,0.5,0.66,0.75,0.66,0.75,1.0,0.5,0.66,1.0,1.0,1.0,1.0,0.66,0.75,0.75,0.66,0.66,0.75,0.33,0.5,0.33,0.33,1.0,1.0,1.0
MLeague_stats2021-10-27,ベストスコア,36300.0,10600.0,40000.0,34200.0,53000.0,48400.0,48400.0,66700.0,29600.0,33500.0,48200.0,43900.0,35300.0,56200.0,45500.0,40700.0,33900.0,43500.0,45400.0,35400.0,38100.0,38400.0,52300.0,77200.0,38600.0,41900.0,30400.0,47400.0,29000.0,44900.0,37500.0,33300.0
MLeague_stats2021-10-27,平均打点,3654.54,8600.0,6060.0,5625.0,6355.55,5845.45,7441.66,9616.66,8580.0,5910.0,6160.0,7950.0,6750.0,6900.0,5688.88,7371.42,5800.0,6290.0,6963.63,4640.0,5100.0,6983.33,6800.0,7254.54,6318.18,10666.66,5720.0,9180.0,9000.0,6069.23,4966.66,3390.9
MLeague_stats2021-10-27,副露率,0.43,0.21,0.16,0.33,0.21,0.31,0.11,0.12,0.18,0.21,0.18,0.2,0.04,0.16,0.16,0.27,0.11,0.16,0.24,0.16,0.23,0.16,0.11,0.17,0.2,0.11,0.1,0.27,0.18,0.27,0.33,0.27
MLeague_stats2021-10-27,リーチ率,0.14,0.31,0.18,0.22,0.15,0.17,0.29,0.24,0.18,0.28,0.21,0.13,0.22,0.24,0.23,0.27,0.25,0.12,0.17,0.3,0.14,0.16,0.35,0.28,0.2,0.23,0.21,0.15,0.21,0.23,0.12,0.31
MLeague_stats2021-10-27,アガリ率,0.22,0.04,0.23,0.22,0.23,0.24,0.22,0.24,0.11,0.23,0.27,0.18,0.2,0.16,0.2,0.21,0.11,0.2,0.26,0.16,0.19,0.12,0.2,0.31,0.22,0.08,0.21,0.15,0.12,0.19,0.18,0.37
MLeague_stats2021-10-27,放銃率,0.08,0.29,0.16,0.22,0.13,0.04,0.07,0.12,0.09,0.11,0.08,0.18,0.12,0.06,0.09,0.15,0.11,0.08,0.09,0.13,0.12,0.1,0.05,0.08,0.12,0.14,0.13,0.15,0.18,0.04,0.09,0.13
MLeague_stats2021-10-27,放銃平均打点,7200.0,7708.33,7228.57,3475.0,4600.0,1950.0,3725.0,8400.0,3750.0,6520.0,5466.66,6125.0,3766.66,3833.33,6000.0,5960.0,3175.0,4025.0,6300.0,4875.0,6600.0,4140.0,10950.0,3333.33,5183.33,5020.0,6916.66,9000.0,4966.66,4900.0,4200.0,3300.0
MLeague_stats2021-10-27,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-12-09,試合数,11.0,11.0,10.0,6.0,9.0,10.0,10.0,9.0,8.0,9.0,9.0,12.0,10.0,10.0,9.0,9.0,9.0,10.0,11.0,8.0,11.0,10.0,10.0,7.0,9.0,10.0,9.0,10.0,8.0,13.0,8.0,9.0
MLeague_stats2021-12-09,総局数,124.0,120.0,116.0,62.0,118.0,132.0,114.0,111.0,98.0,101.0,114.0,137.0,116.0,125.0,110.0,118.0,98.0,119.0,129.0,88.0,129.0,121.0,130.0,84.0,112.0,113.0,113.0,119.0,95.0,173.0,88.0,97.0
MLeague_stats2021-12-09,ポイント,-24.5,-325.0,98.8,-0.2,104.8,264.4,151.7,-51.4,-46.1,-186.0,109.0,159.6,188.4,1.5,-150.1,285.9,10.6,146.6,126.0,-189.0,-12.2,-24.3,-0.4,-53.7,-142.0,-124.4,-139.5,-152.1,-106.1,130.1,-49.9,-0.5
MLeague_stats2021-12-09,平着,2.54,3.09,2.2,2.5,2.11,1.8,2.2,2.55,2.75,2.94,2.22,2.12,2.0,2.7,2.94,1.88,2.44,2.1,2.18,3.12,2.54,2.6,2.4,2.85,2.88,2.9,2.88,2.85,2.87,2.3,2.62,2.33
MLeague_stats2021-12-09,1位,2.0,2.0,4.0,2.0,1.0,6.0,4.0,2.0,2.0,0.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,0.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0
MLeague_stats2021-12-09,2位,3.0,1.0,2.0,1.0,7.0,1.0,2.0,3.0,1.0,3.0,1.0,5.0,3.0,0.0,0.0,2.0,2.0,3.0,5.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,6.0
MLeague_stats2021-12-09,3位,4.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,5.0,5.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,4.0,0.0
MLeague_stats2021-12-09,4位,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,1.0,2.0
MLeague_stats2021-12-09,トップ率,0.18,0.18,0.4,0.33,0.11,0.6,0.4,0.22,0.25,0.0,0.44,0.25,0.4,0.4,0.22,0.44,0.22,0.3,0.27,0.0,0.27,0.2,0.2,0.14,0.11,0.2,0.22,0.1,0.12,0.3,0.12,0.11
MLeague_stats2021-12-09,連対率,0.45,0.27,0.6,0.5,0.88,0.7,0.6,0.55,0.37,0.33,0.55,0.66,0.7,0.4,0.22,0.66,0.44,0.6,0.72,0.12,0.36,0.5,0.6,0.42,0.33,0.4,0.33,0.3,0.25,0.61,0.37,0.77
MLeague_stats2021-12-09,ラス回避率,0.81,0.45,0.8,0.66,0.88,0.9,0.8,0.66,0.62,0.66,0.77,0.91,0.9,0.5,0.55,1.0,0.88,1.0,0.81,0.75,0.81,0.7,0.8,0.57,0.66,0.5,0.55,0.7,0.75,0.76,0.87,0.77
MLeague_stats2021-12-09,ベストスコア,44600.0,45200.0,47900.0,35600.0,53000.0,50500.0,60100.0,66700.0,44300.0,33500.0,48200.0,61800.0,62600.0,60200.0,52100.0,105500.0,51900.0,49700.0,47000.0,35400.0,44800.0,57200.0,62100.0,77200.0,38600.0,48400.0,53500.0,47400.0,40800.0,102400.0,58600.0,33300.0
MLeague_stats2021-12-09,平均打点,5368.0,6240.0,7631.81,5585.71,7118.51,7258.06,7400.0,6578.26,8292.3,5822.72,6339.13,6590.32,7050.0,7025.0,5642.85,8212.9,5550.0,7466.66,7336.66,5600.0,7053.84,7420.0,8478.26,6280.0,6515.0,6821.05,6523.8,6947.05,5883.33,6352.38,6231.57,4350.0
MLeague_stats2021-12-09,副露率,0.33,0.15,0.17,0.27,0.15,0.31,0.15,0.19,0.14,0.2,0.17,0.21,0.15,0.15,0.2,0.27,0.19,0.21,0.19,0.15,0.22,0.15,0.22,0.17,0.11,0.12,0.07,0.22,0.25,0.25,0.29,0.17
MLeague_stats2021-12-09,リーチ率,0.24,0.25,0.18,0.22,0.22,0.18,0.23,0.18,0.2,0.26,0.17,0.17,0.17,0.2,0.19,0.24,0.25,0.21,0.17,0.26,0.18,0.18,0.26,0.21,0.28,0.26,0.23,0.15,0.22,0.26,0.17,0.3
MLeague_stats2021-12-09,アガリ率,0.2,0.12,0.18,0.22,0.22,0.23,0.22,0.2,0.13,0.21,0.2,0.22,0.24,0.16,0.19,0.26,0.2,0.2,0.23,0.15,0.2,0.16,0.17,0.23,0.17,0.16,0.18,0.14,0.18,0.24,0.21,0.24
MLeague_stats2021-12-09,放銃率,0.08,0.18,0.12,0.12,0.09,0.11,0.12,0.13,0.11,0.15,0.05,0.08,0.1,0.07,0.1,0.12,0.09,0.1,0.05,0.1,0.11,0.11,0.13,0.09,0.12,0.15,0.12,0.12,0.11,0.09,0.09,0.07
MLeague_stats2021-12-09,放銃平均打点,7040.0,7095.45,5485.71,5125.0,5363.63,5173.33,4042.85,6753.33,3800.0,6800.0,6450.0,5609.09,4650.0,3888.88,7690.9,4973.33,4733.33,4091.66,5742.85,4588.88,6480.0,5157.14,5877.77,4150.0,5335.71,4970.58,6871.42,5633.33,5954.54,7356.25,6150.0,3771.42
MLeague_stats2021-12-09,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-10-19,試合数,3.0,3.0,3.0,1.0,2.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0
MLeague_stats2021-10-19,総局数,35.0,32.0,31.0,10.0,28.0,0.0,54.0,13.0,27.0,19.0,23.0,21.0,36.0,34.0,29.0,23.0,23.0,28.0,19.0,22.0,21.0,36.0,34.0,22.0,24.0,26.0,21.0,20.0,33.0,43.0,24.0,21.0
MLeague_stats2021-10-19,ポイント,6.5,-177.6,96.0,-26.6,12.2,0.0,147.4,-57.4,-41.7,-37.7,130.8,-80.2,-41.7,-17.2,-80.7,-16.4,-47.8,37.5,22.3,-39.3,42.0,-60.5,20.5,112.9,70.5,17.3,31.3,6.3,-107.1,62.8,-1.6,17.2
MLeague_stats2021-10-19,平着,2.33,3.66,1.66,3.0,2.5,0.0,1.8,4.0,3.0,3.0,1.0,3.5,2.66,3.0,3.5,2.5,3.0,2.0,2.0,3.0,2.0,3.0,2.33,1.5,1.5,2.5,2.0,2.5,3.66,2.0,2.5,2.0
MLeague_stats2021-10-19,1位,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
MLeague_stats2021-10-19,2位,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
MLeague_stats2021-10-19,3位,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
MLeague_stats2021-10-19,4位,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
MLeague_stats2021-10-19,トップ率,0.0,0.0,0.66,0.0,0.5,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.33,0.5,0.5,0.5,0.5,0.5,0.0,0.33,0.0,0.0
MLeague_stats2021-10-19,連対率,0.66,0.0,0.66,0.0,0.5,0.0,0.8,0.0,0.5,0.5,1.0,0.0,0.33,0.33,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.33,0.66,1.0,1.0,0.5,0.5,0.5,0.0,0.66,0.5,1.0
MLeague_stats2021-10-19,ラス回避率,1.0,0.33,1.0,1.0,0.5,0.0,0.8,0.0,0.5,0.5,1.0,0.5,1.0,0.33,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.66,0.66,1.0,1.0,0.5,1.0,0.5,0.33,1.0,1.0,1.0
MLeague_stats2021-10-19,ベストスコア,36300.0,10600.0,40000.0,13400.0,53000.0,0.0,48400.0,2600.0,29600.0,24900.0,48200.0,14900.0,33400.0,56200.0,12400.0,26000.0,19800.0,43500.0,33100.0,35400.0,38100.0,38400.0,52300.0,77200.0,38600.0,41900.0,30400.0,47400.0,29000.0,44900.0,37500.0,28700.0
MLeague_stats2021-10-19,平均打点,3820.0,8600.0,6637.5,4650.0,7525.0,0.0,7441.66,7350.0,12000.0,4650.0,7050.0,4800.0,6228.57,6100.0,3775.0,6360.0,4600.0,7714.28,3200.0,5300.0,4628.57,5980.0,6800.0,7755.55,5462.5,10666.66,5333.33,8633.33,9000.0,8125.0,5700.0,3287.5
MLeague_stats2021-10-19,副露率,0.4,0.21,0.19,0.2,0.14,0.0,0.11,0.0,0.14,0.21,0.26,0.09,0.02,0.11,0.1,0.3,0.08,0.1,0.21,0.18,0.14,0.19,0.11,0.13,0.25,0.11,0.14,0.35,0.18,0.23,0.37,0.28
MLeague_stats2021-10-19,リーチ率,0.17,0.31,0.12,0.2,0.21,0.0,0.29,0.15,0.11,0.21,0.13,0.09,0.25,0.26,0.27,0.26,0.3,0.17,0.15,0.31,0.33,0.16,0.35,0.36,0.25,0.23,0.23,0.15,0.21,0.25,0.16,0.23
MLeague_stats2021-10-19,アガリ率,0.28,0.06,0.25,0.2,0.14,0.0,0.22,0.15,0.03,0.21,0.26,0.09,0.19,0.17,0.13,0.21,0.08,0.25,0.21,0.18,0.33,0.13,0.2,0.4,0.33,0.11,0.28,0.15,0.12,0.18,0.2,0.38
MLeague_stats2021-10-19,放銃率,0.08,0.25,0.06,0.3,0.1,0.0,0.07,0.23,0.07,0.1,0.0,0.19,0.16,0.08,0.06,0.21,0.17,0.07,0.05,0.13,0.09,0.11,0.05,0.09,0.04,0.15,0.09,0.1,0.18,0.04,0.08,0.19
MLeague_stats2021-10-19,放銃平均打点,7866.66,8150.0,8000.0,3966.66,3233.33,0.0,3725.0,8400.0,2750.0,5300.0,0.0,5625.0,3766.66,3833.33,5000.0,5960.0,3175.0,4350.0,8000.0,6166.66,7950.0,4925.0,10950.0,2100.0,2000.0,4275.0,8900.0,6500.0,4966.66,3350.0,4350.0,3300.0
MLeague_stats2021-10-19,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-10-31,試合数,5.0,4.0,5.0,2.0,3.0,4.0,6.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,6.0,4.0,3.0
MLeague_stats2021-10-31,総局数,61.0,41.0,56.0,18.0,38.0,45.0,67.0,38.0,43.0,42.0,50.0,56.0,49.0,50.0,52.0,43.0,46.0,49.0,41.0,39.0,56.0,50.0,44.0,35.0,50.0,47.0,46.0,46.0,33.0,78.0,42.0,29.0
MLeague_stats2021-10-31,ポイント,-62.7,-247.0,-27.9,27.6,32.3,110.1,127.1,89.6,-53.4,-43.9,63.6,4.6,13.6,35.1,-29.6,23.5,78.0,-8.8,62.7,-120.7,55.3,-58.1,-45.3,66.6,4.9,-18.3,-70.7,-11.3,-107.1,94.4,-14.7,30.5
MLeague_stats2021-10-31,平着,2.8,3.75,2.6,2.0,2.33,1.75,2.0,2.0,3.0,2.75,2.25,2.5,2.25,2.5,2.75,2.25,2.0,2.5,2.0,3.25,2.2,2.75,2.75,2.33,2.5,2.75,3.0,2.62,3.66,2.0,2.5,2.0
MLeague_stats2021-10-31,1位,0.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
MLeague_stats2021-10-31,2位,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0
MLeague_stats2021-10-31,3位,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
MLeague_stats2021-10-31,4位,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
MLeague_stats2021-10-31,トップ率,0.0,0.0,0.4,0.5,0.33,0.5,0.5,0.66,0.0,0.0,0.5,0.2,0.25,0.5,0.25,0.25,0.5,0.0,0.25,0.0,0.4,0.0,0.25,0.33,0.25,0.25,0.25,0.25,0.0,0.16,0.0,0.0
